,url,title,content,query,date_process
26,https://www.msn.com/en-us/news/world/denmark-leader-visits-greenland-in-trump-tug-of-war/ar-AA1C8IL2,"Denmark Leader Visits Greenland in Trump Tug-of-War - (Published Apr 2, 2025)",Mette Frederiksen's visit comes just days after Vice President JD Vance toured the U.S. Pituffik Space Base in Greenland.,Trump trade war 2025,04-03-2025
27,https://www.msn.com/en-us/money/markets/what-is-a-reciprocal-tariff-breaking-down-trumps-tariff-plans/ar-AA1CbfNo,"What is a reciprocal tariff? Breaking down Trump's tariff plans - (Published 11 hour(s), 43 minute(s) ago)",President Donald Trump said he'll be rolling out reciprocal tariffs. Here's what that means for the U.S. and its trading partners.,Trump China tariffs 2025,04-03-2025
28,https://www.moneycontrol.com/world/chinese-factories-in-mexico-thrive-despite-tariffs-fuelling-trade-tensions-with-trump-administration-article-12982452.html,"Chinese factories in Mexico thrive despite tariffs, fuelling trade tensions with Trump administration - (Published Apr 1, 2025)","As Trump targets China and Mexico with new tariffs, Chinese companies quietly expand in northern Mexico to access the US market tariff-free.",US-China trade tensions 2025,04-03-2025
29,https://www.msn.com/en-us/money/markets/trump-announces-sweeping-tariffs-on-countries-around-world/ar-AA1Cb3T6,"Trump Announces Sweeping Tariffs in Bid to Reshape U.S. Economy and World Order - (Published 14 hour(s), 44 minute(s) ago)",American businesses have struggled in recent weeks to plan ahead as Trump’s tariff threats have injected so much uncertainty into the ir supply chains. Stock indices have dipped. Expectations of ...,Trump tariffs economic effects 2025,04-03-2025
30,https://9to5mac.com/2025/04/02/trump-tariffs-apple-stock-down/,"Trump tariffs attack key parts of the Apple supply chain, Apple stock drops 7% in after-hours trading - (Published 12 hour(s), 42 minute(s) ago)",The full extent of the U.S. government’s impeding tariffs were revealed by the Trump administration today in a press ...,Trump trade war supply chains 2025,04-03-2025
31,https://www.msn.com/en-ca/money/markets/tariffs-explained-impacts-for-you-as-trump-confirms-worldwide-tariff-wave/ar-AA1yZYxl,"Tariffs Explained: Impacts for You as Trump Confirms Worldwide Tariff Wave - (Published 11 hour(s), 20 minute(s) ago)","After considerable delays and widespread market uncertainty, President Donald Trump revealed a major new wave of tariffs on April 2.",Trump tariffs inflation 2025,04-03-2025
32,https://www.indiatvnews.com/news/world/will-do-everything-to-avoid-trade-war-how-world-leaders-reacted-to-donald-trump-s-reciprocal-tariffs-2025-04-03-983635,"'Will do everything to avoid trade war': How world leaders reacted to Donald Trump’s reciprocal tariffs - (Published 9 hour(s), 36 minute(s) ago)","Italy's conservative Premier Giorgia Meloni described the new 20 per cent tariffs against the European Union as “wrong,” saying they benefit neither side.",Trump trade war WTO 2025,04-03-2025
33,https://www.msn.com/en-us/money/companies/canada-stares-down-consequences-of-trump-tariff-war-job-losses-grocery-price-hikes-possible-recession/ar-AA1C8xKS,"Canada stares down consequences of Trump tariff war: Job losses, grocery price hikes, possible recession - (Published Apr 2, 2025)","Canadians are bracing alongside other geopolitical partners as President Donald Trump prepares to unleash his next round of tariffs in what he is calling ""liberation day."" ...",Trump trade policy 2025 election,04-03-2025
34,https://www.msn.com/en-us/money/markets/trump-s-tariff-plan-is-going-to-hurt/ar-AA1Cbbea,"Trump’s Tariff Plan Is Going to Hurt - (Published 12 hour(s), 14 minute(s) ago)","The surprisingly expansive levies on imports will open up a future of high prices. This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps ...",Trump tariffs Canada Mexico 2025,04-03-2025
35,https://www.investing.com/news/economy-news/china-restricts-investments-in-the-us-amid-rising-tensions--bloomberg-3962483,"China restricts investments in the US amid rising tensions - Bloomberg - (Published Apr 2, 2025)","Investing.com -- China has imposed new restrictions on local companies seeking to invest in the US, a move that could heighten tensions between the two economic giants, according to a report from ...",US-China trade tensions 2025,04-03-2025
36,https://www.msn.com/en-gb/video/news/trumps-tariff-bazooka-how-did-the-pverious-trade-war-impact-the-economy/vi-AA1CaL83,"Trump's tariff bazooka: How did the pverious trade war impact the economy? - (Published 15 hour(s), 8 minute(s) ago)","With US President poised to unveil his ""Liberation Day"" tariff plan, Yuka Royer takes a look at how world leaders have been saying and how the trade war in his previous term impacted the US economy ...",Trump trade war impact on global economy 2025,04-03-2025
37,https://www.msn.com/en-us/money/markets/the-impact-of-tariffs-is-coming-which-households-will-trumps-new-plan-cost-most/ar-AA1CaJSl,"The impact of tariffs is coming. Which households will Trump's new plan cost most? - (Published 15 hour(s), 31 minute(s) ago)",President Trump says his new tariffs will grow the U.S. economy. But how much will this growth plan cost you? What you need to know.,Trump tariffs economic effects 2025,04-03-2025
38,https://www.msn.com/en-us/money/markets/nike-falls-as-trump-s-reciprocal-tariff-plan-sinks-retailers/ar-AA1Cb2bE,"Trump Tariffs Poised to Make Nike, Adidas Shoes More Expensive - (Published 14 hour(s), 21 minute(s) ago)","The world’s largest footwear and apparel companies are facing a shock to their supply chains after President Donald Trump targeted Vietnam, a critical production hub, with tariffs this week.",Trump trade war supply chains 2025,04-03-2025
39,https://www.spokesman.com/stories/2025/apr/02/we-are-in-a-trade-war-washington-leaders-business-/,"‘We are in a trade war’: Washington leaders, business sectors largely express confusion and concern at Trump’s sweeping tariff announcement - (Published 7 hour(s), 51 minute(s) ago)","Washington is uniquely positioned to feel the negative impacts of a trade war spurred by a host of new tariffs, several statewide officials said this week.",Trump trade war agriculture 2025,04-03-2025
40,https://www.wsj.com/livecoverage/trump-tariffs-trade-war-stock-market-04-02-2025?mod=elections_whatsnews_pos1,"Trump Tariffs Loom; Dow Industrials Rise - (Published 15 hour(s), 54 minute(s) ago)","President Donald Trump is set to announce new tariffs at 4 p.m. from the Rose Garden. Follow along for live updates on stocks, bonds and markets, including the Dow Jones Industrial Average, S&P 500 ...",Trump trade policy 2025 election,04-03-2025
41,https://www.reuters.com/breakingviews/trump-tariffs-tip-world-into-trade-war-abyss-2025-04-03/,"Trump tariffs tip world into trade war abyss - (Published 11 hour(s), 58 minute(s) ago)","Donald Trump is pushing the global economic order to the breaking point. Unveiling new tariffs on Wednesday, the president said that he was being “kind” by only raising levies to half the level that ...",Trump trade war analysis 2025,04-03-2025
42,https://www.nytimes.com/2025/04/02/business/economy/trump-tariffs.html,"Trump Unveils Expansive Global Tariffs - (Published 12 hour(s), 17 minute(s) ago)","The president said the charges, at least 10 percent on nearly all trading partners, would restore fairness, but experts warned they could destabilize the world’s economy.",Trump tariffs Canada Mexico 2025,04-03-2025
43,https://www.bloomberg.com/news/newsletters/2025-04-02/trump-makes-good-on-massive-trade-war-escalation-evening-briefing-americas,"Trump Makes Good on Massive Trade War Escalation - (Published 13 hour(s), 0 minute(s) ago)","US President Donald Trump announced reciprocal tariffs Wednesday, saying he would apply a minimum 10% levy on all exporters to the US. The Republican asserted that dozens of countries with the largest ...",Trump trade war European Union 2025,04-03-2025
44,https://www.nytimes.com/2025/04/02/briefing/trump-tariffs-israel-gaza-musk-tesla-sales.html,"Thursday Briefing: Trump’s Global Tariffs - (Published 14 hour(s), 1 minute(s) ago)",Trump said the U.S. would calculate a tariff rate for countries based on the levies they impose and “other forms of cheating.” These tariff rates are quite high. China will face a staggering 34 ...,Trump China tariffs 2025,04-03-2025
45,https://www.scmp.com/news/china/diplomacy/article/3304873/why-china-needs-many-friends-possible-prevail-us-rivalry,"Why China needs ‘as many friends as possible’ to prevail in US rivalry - (Published 20 hour(s), 0 minute(s) ago)",Chinese international relations expert urges Beijing to partner with other countries as Donald Trump’s policy moves upend global order.,US-China trade tensions 2025,04-03-2025
46,https://www.msn.com/en-us/money/markets/markets-react-to-trumps-liberation-day-tariffs-as-stocks-plunge-in-after-hours-trading/ar-AA1Cbj8r,"Markets react to Trump's 'Liberation Day' tariffs as stocks plunge in after-hours trading - (Published 10 hour(s), 32 minute(s) ago)",US stock futures cratered after Trump unveiled his long-anticipated tariffs in an address at the White House Rose Garden on Wednesday.,Trump trade war supply chains 2025,04-03-2025
47,https://www.investopedia.com/dow-jones-today-04022025-11707447,"Dow Jones Today: Stocks Plunge in Extended Trading After Rising Ahead of Trump Tariff Announcement - (Published 13 hour(s), 43 minute(s) ago)",Stocks tumbled in after-hours trading Wednesday after gaining ground during the regular session ahead of a highly anticipated announcement from President Trump on new tariffs.,Trump tariffs inflation 2025,04-03-2025
48,https://www.winnipegfreepress.com/business/2025/04/02/liberation-day-a-timeline-of-donald-trumps-trade-war-with-canada,"‘Liberation Day’: A timeline of Donald Trump’s trade war with Canada - (Published 13 hour(s), 34 minute(s) ago)","For over a year before the November 2024 presidential election, Donald Trump had been signalling plans to impose across-the-board tariffs if he won the United States presidency. Trump was elected on ...",Trump trade policy 2025 election,04-03-2025
49,https://www.msn.com/en-us/money/markets/understanding-the-scope-of-trump-s-tariffs-so-far-in-4-charts/ar-AA1C8r8w,"Understanding the scope of Trump’s tariffs so far, in 4 charts - (Published Apr 2, 2025)","President Donald Trump has promised to unleash a wave of dollar-for-dollar reciprocal tariffs on nations that he feels are treating the United States unfairly in terms of trade, either through higher ...",Trump tariffs Canada Mexico 2025,04-03-2025
50,https://www.msn.com/en-us/video/other/what-s-in-trump-s-sweeping-new-tariff-plan/ar-AA1CaYoz,"What's in Trump's sweeping new tariff plan? - (Published 13 hour(s), 1 minute(s) ago)","For instance, Trump said, the U.S. estimated a total trade barrier rate of 67% for China, meaning the U.S. would impose a 34% tariff in response. The U.S. assessed a European Union trade barrier rate ...",Trump China tariffs 2025,04-03-2025
51,https://www.thestar.com.my/business/business-news/2025/04/03/paper-touts-trade-benefits-for-us-in-last-ditch-tariffs-appeal,"Paper touts trade benefits for US in last-ditch tariffs appeal - (Published 14 hour(s), 30 minute(s) ago)",China highlights US farmers and tech companies as beneficiaries of economic ties in an apparent appeal to cool trade tensions on the eve of Donald Trump's expected announcement of new global tariffs.,US-China trade tensions 2025,04-03-2025
52,https://www.msn.com/en-in/news/world/trumps-tariffs-what-they-mean-for-india-china-and-the-new-asian-supply-chain/ar-AA1CbFLz,"Trump's tariffs: What they mean for India, China, and the new Asian supply chain - (Published 9 hour(s), 1 minute(s) ago)","In his latest move, U.S. President Donald Trump has focused on industry-specific tariffs that other countries have imposed on American exports.He sla ...",Trump trade war supply chains 2025,04-03-2025
53,https://www.msn.com/en-us/money/savingandinvesting/i-cannot-afford-to-lose-more-will-trump-s-liberation-day-tariffs-hurt-my-retirement/ar-AA1C5jIz,"‘I cannot afford to lose more’: Will Trump’s ‘liberation day’ tariffs hurt my retirement? - (Published 14 hour(s), 12 minute(s) ago)","I invested $100,000 in the S&P 500 in February and lost $10,000. How long will it take to recover? Dear Soon, You have 3 years or more before retirement. Plus, you should be earning returns on your ...",Trump tariffs inflation 2025,04-03-2025
54,https://english.alarabiya.net/News/world/2025/04/03/world-leaders-react-to-trump-s-sweeping-trade-tariffs,"World leaders react to Trump’s sweeping trade tariffs - (Published 7 hour(s), 18 minute(s) ago)",US President Donald Trump said he would impose a 10 percent baseline tariff on all imports to the United States and higher duties on some of the country’s ...,Trump trade war WTO 2025,04-03-2025
55,https://www.crikey.com.au/2025/04/03/anthony-albanese-protectionism-donald-trump-tariffs-trade-war/,"Albanese brings a protectionism popgun to Trump’s trade war trenches. It won’t save us - (Published 10 hour(s), 59 minute(s) ago)","Anthony Albanese says he won't be imposing tariffs on US goods — but he's opted for other, softer forms of protectionism instead.",Trump trade war analysis 2025,04-03-2025
56,https://www.kjzz.org/fronteras-desk/2025-04-02/most-goods-from-canada-and-mexico-remain-exempt-as-trump-levies-new-tariffs-worldwide,"Most goods from Canada and Mexico remain exempt as Trump levies new tariffs worldwide - (Published 11 hour(s), 31 minute(s) ago)",Canada and Mexico were notably absent from a long list of trading partners the president announced he would tariff on Wednesday.,Trump tariffs Canada Mexico 2025,04-03-2025
57,https://www.nytimes.com/2025/04/02/world/europe/trump-tariffs-reciprocal-reaction-trade-war.html,"With Trump’s Tariffs, the Chasm Between Allies and the U.S. Widens - (Published 12 hour(s), 47 minute(s) ago)",President Trump announced sweeping levies on countries across the world. Washington’s partners have been bracing for the fallout.,Trump trade war European Union 2025,04-03-2025
58,https://www.msn.com/en-us/news/other/china-faces-kind-us-reciprocal-tariffs-despite-previous-efforts-for-negotiations/ar-AA1Cb5LO,"China faces “kind” US reciprocal tariffs despite previous efforts for negotiations - (Published 12 hour(s), 41 minute(s) ago)","Donald Trump declared 34% tariffs on Chinese imports, calling them “discounted” reciprocal tariffs despite earlier attempts by China to avoid ...",US-China trade tensions 2025,04-03-2025
59,https://www.msn.com/en-us/politics/government/the-latest-key-us-trading-partners-and-global-officials-react-to-trump-s-new-tariffs/ar-AA1Cc9QR,"The Latest: Key US Trading Partners and Global Officials React to Trump's New Tariffs - (Published 7 hour(s), 22 minute(s) ago)","The new tariffs announced Wednesday by U.S. President Donald Trump were met initially with measured reactions from key trading partners, highlighting the lack of appetite for a full-fledged trade war ...",Trump trade war impact on global economy 2025,04-03-2025
60,https://www.economist.com/asia/2025/04/02/india-sees-opportunity-as-well-as-risk-in-trumps-trade-war,"India sees opportunity, as well as risk, in Trump’s trade war - (Published 21 hour(s), 34 minute(s) ago)","Although that is manageable for Mr Modi in the short term, it comes as the economy is slowing and the stockmarket slumping. A long trade war could undermine his goal of boosting India’s exports to ...",Trump trade war agriculture 2025,04-03-2025
61,https://www.msn.com/en-au/money/markets/donald-trump-unveils-new-tariffs-amid-trade-war-fears/ar-AA1CbPXl,"Donald Trump unveils new tariffs amid trade war fears - (Published 8 hour(s), 32 minute(s) ago)","It's Liberation Day in the US — a term coined by Donald Trump to signal the day the country gets its ""money and respect back"" by imposing tariffs on a number of international trade partners.",Trump trade war WTO 2025,04-03-2025
62,https://www.wsj.com/livecoverage/trump-tariffs-trade-war-stock-market-04-02-2025?mod=elections_whatsnews_pos2,"Trump Tariffs Loom; Dow, Nasdaq Futures Fall - (Published Apr 2, 2025)","President Donald Trump is set to announce new tariffs at 4 p.m. from the Rose Garden. Follow along for live updates on stocks, bonds and markets, including the Dow Jones Industrial Average, S&P 500 ...",Trump trade policy 2025 election,04-03-2025
63,https://www.msn.com/en-us/news/politics/answering-your-questions-about-president-trumps-reciprocal-tariffs/ar-AA1Cbd9x,"Answering your questions about President Trump’s reciprocal tariffs - (Published 12 hour(s), 15 minute(s) ago)","After weeks of anticipation and speculation, President Donald Trump followed through on his reciprocal tariff threats by declaring on Wednesday a 10% baseline tax on imports from all countries and ...",Trump tariffs Canada Mexico 2025,04-03-2025
64,https://www.nytimes.com/2025/04/02/business/dealbook/trump-tariffs-europe-response.html,"The ‘Bazooka’ Europe Could Use to Fight Trump’s Tariffs - (Published 17 hour(s), 42 minute(s) ago)",European officials are weighing deploying a tool called the anti-coercion instrument that would potentially target American tech and financial giants.,Trump trade war European Union 2025,04-03-2025
65,https://www.msn.com/en-us/money/markets/markets-brace-for-impact-and-hope-for-clarity-with-trump-tariff-plan/ar-AA1C8QeJ,"World braces for ‘Liberation Day’ as Trump set to reveal sweeping tariffs - (Published Apr 2, 2025)","On Wednesday, which President Trump is calling 'Liberation Day,' he will announce new tariffs on imported goods. The import taxes will take effect immediately.",Trump administration trade policy 2025,04-03-2025
66,https://www.msn.com/en-in/news/other/trump-drops-tariff-bomb-india-hit-with-26-duty-as-trade-tensions-rise/ar-AA1Cc2Fw,"Trump drops tariff bomb, India hit with 26% duty as trade tensions rise - (Published 7 hour(s), 37 minute(s) ago)","The sweeping reciprocal tariffs, varying from 10%-49%, rattled global stock markets amid concerns of a wider trade war. India has been hit by a 26% import duty.",US-China trade tensions 2025,04-03-2025
67,https://www.mirror.co.uk/news/us-news/trump-liberation-day-live-tariffs-34975491,"Watch LIVE as Donald Trump's 'Liberation Day' tariffs speech sparks fears of global trade war - (Published 15 hour(s), 8 minute(s) ago)",Donald Trump's 'Liberation Day' announcement could wipe out the Chancellor Rachel Reeves's economic wriggle room she set out just last week in the Spring Statement ...,Trump trade war impact on global economy 2025,04-03-2025
68,https://www.msn.com/en-ca/money/topstories/live-updates-quebec-braces-for-new-tariffs-on-trump-s-liberation-day/ar-AA1CaS46,"Trade war: Canada dodges new Trump tariffs as Carney vows to fight duties on cars, steel, aluminum - (Published 12 hour(s), 24 minute(s) ago)","The fentanyl tariffs remain in place, as do the tariffs for steel and aluminum. As of this evening, the tariffs on automobiles will enter into force.” ...",Trump trade war agriculture 2025,04-03-2025
69,https://www.usatoday.com/story/news/politics/2025/04/02/president-trump-signs-new-tariffs-into-effect-how-it-impacts-bourbon/82780105007/,"Here's how Trump's 'half-baked tariffs' could impact the Kentucky bourbon industry - (Published 13 hour(s), 55 minute(s) ago)","In Trump's ""Liberation Day"" speech, he announced blanket 10% tariffs and additional country specific tariffs. Here's how it could impact KY bourbon ...",Trump trade war manufacturing sector 2025,04-03-2025
70,https://www.reviewonline.com/news/local-news/2025/04/trump-announces-sweeping-new-tariffs-to-promote-us-manufacturing-risking-inflation-and-trade-wars/,"Trump announces sweeping new tariffs to promote US manufacturing, risking inflation and trade wars - (Published 7 hour(s), 14 minute(s) ago)","President Donald Trump declared on Wednesday a 10% baseline tax on imports from all countries and higher tariff rates on dozens of nations that run trade surpluses with the United States, threatening ...",Trump trade war European Union 2025,04-03-2025
71,https://www.chinadaily.com.cn/a/202504/03/WS67ede9d8a3104d9fd381d70f.html,"Countries gear up to build strategies amid tariff tensions - (Published 9 hour(s), 39 minute(s) ago)","This week's Hannover Messe, a fair that has attracted more than 4,000 exhibitors from around 60 countries, takes place as US President Donald Trump gears up to announce a wave of ""reciprocal tariffs"", ...",US-China trade tensions 2025,04-03-2025
